YEAR,GENRE,RATING,VOTES,RunTime,Gross,MOVIES,ONE-LINE,STARS
2016.0,"['Action', 'Adventure', 'Fantasy']",5.4,109959.0,127.0,31.15,Gods of Egypt,"
Mortal hero Bek teams with the god Horus in an alliance against Set, the merciless god of darkness, who has usurped Egypt's throne, plunging the once peaceful and prosperous empire into chaos and conflict.","
    Director:
Alex Proyas
| 
    Stars:
Brenton Thwaites, 
Nikolaj Coster-Waldau, 
Gerard Butler, 
Chadwick Boseman
"
2016.0,"['Animation', 'Action', 'Adventure']",7.1,141657.0,95.0,143.53,Kung Fu Panda 3,"
Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to home.","
    Directors:
Alessandro Carloni, 
Jennifer Yuh Nelson
| 
    Stars:
Jack Black, 
Bryan Cranston, 
Dustin Hoffman, 
Angelina Jolie
"
2013.0,"['Action', 'Adventure', 'Fantasy']",6.6,228812.0,114.0,61.74,Ender's Game,"
Young Ender Wiggin is recruited by the International Military to lead the fight against the Formics, an insectoid alien race who had previously tried to invade Earth and had inflicted heavy losses on humankind.","
    Director:
Gavin Hood
| 
    Stars:
Harrison Ford, 
Asa Butterfield, 
Hailee Steinfeld, 
Abigail Breslin
"
1968.0,"['Adventure', 'Sci-Fi']",8.0,170681.0,112.0,33.4,Planet of the Apes,"
An astronaut crew crash-lands on a planet in the distant future where intelligent talking apes are the dominant species, and humans are the oppressed and enslaved.","
    Director:
Franklin J. Schaffner
| 
    Stars:
Charlton Heston, 
Roddy McDowall, 
Kim Hunter, 
Maurice Evans
"
2017.0,"['Drama', 'Fantasy', 'Sci-Fi']",5.7,102222.0,135.0,24.45,Downsizing,"
A social satire in which a man realizes he would have a better life if he were to shrink himself to five inches tall, allowing him to live in wealth and splendor.","
    Director:
Alexander Payne
| 
    Stars:
Matt Damon, 
Christoph Waltz, 
Hong Chau, 
Kristen Wiig
"
2013.0,"['Action', 'Biography', 'Drama']",7.5,273061.0,121.0,125.1,Lone Survivor,"
Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare.","
    Director:
Peter Berg
| 
    Stars:
Mark Wahlberg, 
Taylor Kitsch, 
Emile Hirsch, 
Ben Foster
"
2016.0,"['Biography', 'Drama']",7.2,134759.0,115.0,12.79,The Founder,"
The story of Ray Kroc, a salesman who turned two brothers' innovative fast food eatery, McDonald's, into the biggest restaurant business in the world, with a combination of ambition, persistence, and ruthlessness.","
    Director:
John Lee Hancock
| 
    Stars:
Michael Keaton, 
Nick Offerman, 
John Carroll Lynch, 
Linda Cardellini
"
1997.0,"['Animation', 'Action', 'Adventure']",8.4,359473.0,134.0,2.38,Mononoke-hime,"
On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime.","
    Director:
Hayao Miyazaki
| 
    Stars:
Yôji Matsuda, 
Yuriko Ishida, 
Yûko Tanaka, 
Billy Crudup
"
1996.0,"['Adventure', 'Comedy', 'Crime']",5.7,106580.0,103.0,136.19,101 Dalmatians,"
An evil high-fashion designer plots to steal Dalmatian puppies in order to make an extravagant fur coat, but instead creates an extravagant mess.","
    Director:
Stephen Herek
| 
    Stars:
Glenn Close, 
Jeff Daniels, 
Joely Richardson, 
Joan Plowright
"
2018.0,"['Action', 'Adventure', 'Sci-Fi']",6.1,151688.0,107.0,101.03,Rampage,"
When three different animals become infected with a dangerous pathogen, a primatologist and a geneticist team up to stop them from destroying Chicago.","
    Director:
Brad Peyton
| 
    Stars:
Dwayne Johnson, 
Naomie Harris, 
Malin Akerman, 
Jeffrey Dean Morgan
"
2013.0,"['Animation', 'Adventure', 'Comedy']",7.2,200206.0,98.0,187.17,The Croods,"
After their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy.","
    Directors:
Kirk DeMicco, 
Chris Sanders
| 
    Stars:
Nicolas Cage, 
Ryan Reynolds, 
Emma Stone, 
Catherine Keener
"
1993.0,"['Drama', 'Mystery', 'Thriller']",6.8,124972.0,154.0,158.35,The Firm,"
A young lawyer joins a prestigious law firm only to discover that it has a sinister dark side.","
    Director:
Sydney Pollack
| 
    Stars:
Tom Cruise, 
Jeanne Tripplehorn, 
Gene Hackman, 
Hal Holbrook
"
2018.0,"['Crime', 'Drama', 'Mystery']",6.6,21572.0,109.0,0.01,The Clovehitch Killer,"
A picture-perfect family is shattered when the work of a serial killer hits too close to home.","
    Director:
Duncan Skiles
| 
    Stars:
Dylan McDermott, 
Charlie Plummer, 
Samantha Mathis, 
Madisen Beaty
"
2018.0,"['Action', 'Crime', 'Drama']",6.3,68094.0,107.0,34.02,Death Wish,"
Dr. Paul Kersey is an experienced trauma surgeon, a man who has spent his life saving lives. After an attack on his family, Paul embarks on his own mission for justice.","
    Director:
Eli Roth
| 
    Stars:
Bruce Willis, 
Vincent D'Onofrio, 
Elisabeth Shue, 
Camila Morrone
"
1980.0,"['Action', 'Adventure', 'Comedy']",7.9,188459.0,133.0,57.23,The Blues Brothers,"
Jake Blues, just released from prison, puts together his old band to save the Catholic home where he and his brother Elwood were raised.","
    Director:
John Landis
| 
    Stars:
John Belushi, 
Dan Aykroyd, 
Cab Calloway, 
John Candy
"
2011.0,"['Action', 'Mystery', 'Thriller']",6.8,253999.0,113.0,63.69,Unknown,"
When a man awakens from a coma only to discover that someone has taken on his identity, he teams up with a young woman to prove who he is.","
    Director:
Jaume Collet-Serra
| 
    Stars:
Liam Neeson, 
Diane Kruger, 
January Jones, 
Aidan Quinn
"
2016.0,"['Adventure', 'Comedy', 'Drama']",7.9,118166.0,101.0,5.2,Hunt for the Wilderpeople,"
A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.","
    Director:
Taika Waititi
| 
    Stars:
Sam Neill, 
Julian Dennison, 
Rima Te Wiata, 
Rachel House
"
1975.0,"['Adventure', 'Comedy', 'Fantasy']",8.2,513289.0,91.0,1.23,Monty Python and the Holy Grail,"
King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.","
    Directors:
Terry Gilliam, 
Terry Jones
| 
    Stars:
Graham Chapman, 
John Cleese, 
Eric Idle, 
Terry Gilliam
"
2019.0,"['Biography', 'Drama', 'History']",7.2,13196.0,133.0,10.21,The Best of Enemies,"
Civil rights activist Ann Atwater faces off against C.P. Ellis, Exalted Cyclops of the Ku Klux Klan, in 1971 Durham, North Carolina over the issue of school integration.","
    Director:
Robin Bissell
| 
    Stars:
Taraji P. Henson, 
Sam Rockwell, 
Babou Ceesay, 
Anne Heche
"
2017.0,"['Action', 'Thriller']",6.7,182505.0,115.0,51.69,Atomic Blonde,"
An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.","
    Director:
David Leitch
| 
    Stars:
Charlize Theron, 
James McAvoy, 
John Goodman, 
Eddie Marsan
"
2011.0,"['Animation', 'Adventure', 'Comedy']",7.2,245778.0,107.0,123.48,Rango,"
Rango is an ordinary chameleon who accidentally winds up in the town of Dirt, a lawless outpost in the Wild West in desperate need of a new sheriff.","
    Director:
Gore Verbinski
| 
    Stars:
Johnny Depp, 
Isla Fisher, 
Timothy Olyphant, 
Abigail Breslin
"
2012.0,"['Drama', 'Mystery', 'Romance']",6.5,103765.0,101.0,60.46,The Lucky One,"
A Marine travels to Louisiana after serving three tours in Iraq and searches for the unknown woman he believes was his good luck charm during the war.","
    Director:
Scott Hicks
| 
    Stars:
Zac Efron, 
Taylor Schilling, 
Blythe Danner, 
Riley Thomas Stewart
"
2001.0,"['Action', 'Adventure', 'Comedy']",5.5,111413.0,88.0,112.72,Spy Kids,"
Using high tech gadgets, two kids have to save their reactivated OSS top spy parents when they're taken by an evil, high tech enemy.","
    Director:
Robert Rodriguez
| 
    Stars:
Alexa PenaVega, 
Daryl Sabara, 
Antonio Banderas, 
Carla Gugino
"
2013.0,"['Action', 'Drama', 'Thriller']",6.3,211395.0,131.0,73.1,White House Down,"
While on a tour of the White House with his young daughter, a Capitol policeman springs into action to save his child and protect the president from a heavily armed group of paramilitary invaders.","
    Director:
Roland Emmerich
| 
    Stars:
Channing Tatum, 
Jamie Foxx, 
Maggie Gyllenhaal, 
Jason Clarke
"
2009.0,['Horror'],4.4,75214.0,92.0,0.18,The Human Centipede (First Sequence),"
A mad scientist kidnaps and mutilates a trio of tourists in order to reassemble them into a human centipede, created by stitching their mouths to each others' rectums.","
    Director:
Tom Six
| 
    Stars:
Dieter Laser, 
Ashley C. Williams, 
Ashlynn Yennie, 
Akihiro Kitamura
"
2017.0,"['Animation', 'Adventure', 'Comedy']",6.7,83135.0,102.0,152.9,Cars 3,"
Lightning McQueen sets out to prove to a new generation of racers that he's still the best race car in the world.","
    Director:
Brian Fee
| 
    Stars:
Owen Wilson, 
Cristela Alonzo, 
Chris Cooper, 
Nathan Fillion
"
2015.0,"['Action', 'Crime', 'Drama']",7.4,223775.0,124.0,52.42,Southpaw,"
After a fatal incident sends him on a rampant path of destruction, a champion boxer fights to get custody of his daughter and revive his professional career.","
    Director:
Antoine Fuqua
| 
    Stars:
Jake Gyllenhaal, 
Rachel McAdams, 
Oona Laurence, 
Forest Whitaker
"
2010.0,"['Action', 'Adventure', 'Thriller']",6.7,250321.0,117.0,77.22,The A-Team,"
A group of Iraq War veterans look to clear their name with the U.S. Military, who suspect the four men of committing a crime for which they were framed.","
    Director:
Joe Carnahan
| 
    Stars:
Liam Neeson, 
Bradley Cooper, 
Sharlto Copley, 
Jessica Biel
"
2012.0,"['Action', 'Comedy', 'Romance']",6.3,179783.0,103.0,54.76,This Means War,"
C.I.A. operatives wage an epic battle on each other when they discover they are dating the same woman.","
    Director:
McG
| 
    Stars:
Reese Witherspoon, 
Chris Pine, 
Tom Hardy, 
Til Schweiger
"
2019.0,"['Action', 'Comedy', 'Crime']",6.4,48354.0,111.0,21.36,Shaft,"
JJ Shaft, a cyber security expert with a degree from MIT, enlists his family's help to uncover the truth behind his best friend's untimely death.","
    Director:
Tim Story
| 
    Stars:
Samuel L. Jackson, 
Jessie T. Usher, 
Richard Roundtree, 
Regina Hall
"
1962.0,"['Adventure', 'Biography', 'Drama']",8.3,276605.0,228.0,44.82,Lawrence of Arabia,"
The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.","
    Director:
David Lean
| 
    Stars:
Peter O'Toole, 
Alec Guinness, 
Anthony Quinn, 
Jack Hawkins
"
1996.0,"['Comedy', 'Sci-Fi']",6.3,215049.0,106.0,37.77,Mars Attacks!,"
Earth is invaded by Martians with unbeatable weapons and a cruel sense of humor.","
    Director:
Tim Burton
| 
    Stars:
Jack Nicholson, 
Pierce Brosnan, 
Sarah Jessica Parker, 
Annette Bening
"
1991.0,"['Animation', 'Family', 'Fantasy']",8.0,425384.0,84.0,218.97,Beauty and the Beast,"
A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.","
    Directors:
Gary Trousdale, 
Kirk Wise
| 
    Stars:
Paige O'Hara, 
Robby Benson, 
Jesse Corti, 
Rex Everhart
"
2016.0,"['Animation', 'Adventure', 'Comedy']",7.3,250953.0,97.0,486.3,Finding Dory,"
Friendly but forgetful blue tang Dory begins a search for her long-lost parents, and everyone learns a few things about the real meaning of family along the way.","
    Directors:
Andrew Stanton, 
Angus MacLane
| 
    Stars:
Ellen DeGeneres, 
Albert Brooks, 
Ed O'Neill, 
Kaitlin Olson
"
2009.0,"['Biography', 'Crime', 'Drama']",7.0,288097.0,140.0,97.1,Public Enemies,"
The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson and Pretty Boy Floyd during a booming crime wave in the 1930s.","
    Director:
Michael Mann
| 
    Stars:
Christian Bale, 
Johnny Depp, 
Christian Stolte, 
Jason Clarke
"
2010.0,"['Biography', 'Drama']",7.5,357144.0,94.0,18.34,127 Hours,"
A mountain climber becomes trapped under a boulder while canyoneering alone near Moab, Utah and resorts to desperate measures in order to survive.","
    Director:
Danny Boyle
| 
    Stars:
James Franco, 
Amber Tamblyn, 
Kate Mara, 
Sean Bott
"
2001.0,"['Action', 'Adventure', 'Sci-Fi']",5.9,302292.0,92.0,181.17,Jurassic Park III,"
A decidedly odd couple with ulterior motives convince Dr. Grant to go to Isla Sorna for a holiday, but their unexpected landing startles the island's new inhabitants.","
    Director:
Joe Johnston
| 
    Stars:
Sam Neill, 
William H. Macy, 
Téa Leoni, 
Alessandro Nivola
"
2017.0,"['Action', 'Horror', 'Thriller']",6.4,39034.0,108.0,0.1,Revenge,"
Never take your mistress on an annual guys' getaway, especially one devoted to hunting - a violent lesson for three wealthy married men.","
    Director:
Coralie Fargeat
| 
    Stars:
Matilda Anna Ingrid Lutz, 
Kevin Janssens, 
Vincent Colombe, 
Guillaume Bouchède
"
2012.0,"['Action', 'Adventure', 'Sci-Fi']",6.2,244708.0,118.0,58.88,Total Recall,"
A factory worker, Douglas Quaid, begins to suspect that he is a spy after visiting Rekall - a company that provides its clients with implanted fake memories of a life they would like to have led - goes wrong and he finds himself on the run.","
    Director:
Len Wiseman
| 
    Stars:
Colin Farrell, 
Bokeem Woodbine, 
Bryan Cranston, 
Kate Beckinsale
"
1984.0,"['Drama', 'Music', 'Romance']",6.6,73935.0,107.0,80.04,Footloose,"
A city teenager moves to a small town where rock music and dancing have been banned, and his rebellious spirit shakes up the populace.","
    Director:
Herbert Ross
| 
    Stars:
Kevin Bacon, 
Lori Singer, 
John Lithgow, 
Dianne Wiest
"
2015.0,"['Drama', 'Romance']",7.5,135157.0,117.0,38.32,Brooklyn,"
An Irish immigrant lands in 1950s Brooklyn, where she quickly falls into a romance with a local. When her past catches up with her, however, she must choose between two countries and the lives that exist within.","
    Director:
John Crowley
| 
    Stars:
Saoirse Ronan, 
Emory Cohen, 
Domhnall Gleeson, 
Jim Broadbent
"
2019.0,"['Drama', 'Horror', 'Sci-Fi']",5.7,46932.0,90.0,29.21,Child's Play,"
A mother gives her 13-year-old son a toy doll for his birthday, unaware of its more sinister nature.","
    Director:
Lars Klevberg
| 
    Stars:
Tim Matheson, 
Ben Daon, 
Zahra Anderson, 
Serge Jaswal
"
2015.0,"['Biography', 'Drama', 'Romance']",7.1,171124.0,119.0,11.11,The Danish Girl,"
A fictitious love story loosely inspired by the lives of Danish artists Lili Elbe and Gerda Wegener. Lili and Gerda's marriage and work evolve as they navigate Lili's groundbreaking journey as a transgender pioneer.","
    Director:
Tom Hooper
| 
    Stars:
Eddie Redmayne, 
Alicia Vikander, 
Amber Heard, 
Ben Whishaw
"
2016.0,"['Action', 'Horror', 'Mystery']",5.3,28243.0,118.0,0.18,The Bad Batch,"
In a desert dystopia, a young woman is kidnapped by cannibals.","
    Director:
Ana Lily Amirpour
| 
    Stars:
Suki Waterhouse, 
Jason Momoa, 
Jayda Fink, 
Keanu Reeves
"
2016.0,"['Action', 'Adventure', 'Comedy']",6.5,261079.0,129.0,65.08,Now You See Me 2,"
The Four Horsemen resurface, and are forcibly recruited by a tech genius to pull off their most impossible heist yet.","
    Director:
Jon M. Chu
| 
    Stars:
Jesse Eisenberg, 
Mark Ruffalo, 
Woody Harrelson, 
Dave Franco
"
2010.0,"['Action', 'Thriller']",6.0,230565.0,103.0,67.63,The Tourist,"
Revolves around Frank, an American tourist visiting Italy to mend a broken heart. Elise is an extraordinary woman who deliberately crosses his path.","
    Director:
Florian Henckel von Donnersmarck
| 
    Stars:
Johnny Depp, 
Angelina Jolie, 
Paul Bettany, 
Timothy Dalton
"
2000.0,"['Animation', 'Adventure', 'Comedy']",7.4,187523.0,78.0,89.3,The Emperor's New Groove,"
Emperor Kuzco is turned into a llama by his ex-administrator Yzma, and must now regain his throne with the help of Pacha, the gentle llama herder.","
    Director:
Mark Dindal
| 
    Stars:
David Spade, 
John Goodman, 
Eartha Kitt, 
Patrick Warburton
"
2016.0,"['Action', 'Drama', 'History']",7.1,158184.0,107.0,61.43,Deepwater Horizon,"
A dramatization of the disaster in April 2010, when the offshore drilling rig called the Deepwater Horizon exploded, resulting in the worst oil spill in American history.","
    Director:
Peter Berg
| 
    Stars:
Mark Wahlberg, 
Kurt Russell, 
Douglas M. Griffin, 
James DuMont
"
2012.0,['Comedy'],6.4,287003.0,83.0,59.65,The Dictator,"
The heroic story of a dictator who risked his life to ensure that democracy would never come to the country he so lovingly oppressed.","
    Director:
Larry Charles
| 
    Stars:
Sacha Baron Cohen, 
Anna Faris, 
John C. Reilly, 
Ben Kingsley
"
2015.0,"['Horror', 'Thriller']",7.0,112522.0,95.0,3.22,Green Room,"
A punk rock band is forced to fight for survival after witnessing a murder at a neo-Nazi skinhead bar.","
    Director:
Jeremy Saulnier
| 
    Stars:
Anton Yelchin, 
Imogen Poots, 
Alia Shawkat, 
Patrick Stewart
"
2017.0,['Drama'],7.2,141624.0,116.0,81.9,The Post,"
A cover-up spanning four U.S. Presidents pushes the country's first female newspaper publisher and her editor to join an unprecedented battle between press and government.","
    Director:
Steven Spielberg
| 
    Stars:
Meryl Streep, 
Tom Hanks, 
Sarah Paulson, 
Bob Odenkirk
"
1960.0,"['Adventure', 'Biography', 'Drama']",7.9,128685.0,197.0,30.0,Spartacus,"
The slave Spartacus leads a violent revolt against the decadent Roman Republic.","
    Director:
Stanley Kubrick
| 
    Stars:
Kirk Douglas, 
Laurence Olivier, 
Jean Simmons, 
Charles Laughton
"
1988.0,"['Animation', 'Family', 'Fantasy']",8.2,305790.0,86.0,1.11,Tonari no Totoro,"
When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.","
    Director:
Hayao Miyazaki
| 
    Stars:
Hitoshi Takagi, 
Noriko Hidaka, 
Chika Sakamoto, 
Shigesato Itoi
"
1995.0,"['Action', 'Romance', 'Thriller']",6.4,88608.0,107.0,18.64,The Quick and the Dead,"
A female gunfighter returns to a frontier town where a dueling tournament is being held, which she enters in an effort to avenge her father's death.","
    Director:
Sam Raimi
| 
    Stars:
Sharon Stone, 
Gene Hackman, 
Russell Crowe, 
Leonardo DiCaprio
"
2007.0,"['Comedy', 'Romance']",6.9,356979.0,129.0,148.73,Knocked Up,"
For fun-loving party animal Ben Stone, the last thing he ever expected was for his one-night stand to show up on his doorstep eight weeks later to tell him she's pregnant with his child.","
    Director:
Judd Apatow
| 
    Stars:
Seth Rogen, 
Katherine Heigl, 
Paul Rudd, 
Leslie Mann
"
1987.0,"['Drama', 'Thriller']",6.9,79936.0,119.0,156.65,Fatal Attraction,"
A married man's one-night stand comes back to haunt him when that lover begins to stalk him and his family.","
    Director:
Adrian Lyne
| 
    Stars:
Michael Douglas, 
Glenn Close, 
Anne Archer, 
Ellen Latzen
"
2006.0,"['Drama', 'Music', 'Musical']",6.5,70985.0,130.0,103.37,Dreamgirls,"
A trio of black female soul singers cross over to the pop charts in the early 1960s, facing their own personal struggles along the way.","
    Director:
Bill Condon
| 
    Stars:
Beyoncé, 
Jamie Foxx, 
Eddie Murphy, 
Danny Glover
"
2006.0,"['Action', 'Comedy', 'Crime']",6.7,140790.0,109.0,35.66,Smokin' Aces,"
When a Las Vegas performer-turned-snitch named Buddy Israel decides to turn state's evidence and testify against the mob, it seems that a whole lot of people would like to make sure he's no longer breathing.","
    Director:
Joe Carnahan
| 
    Stars:
Jeremy Piven, 
Ryan Reynolds, 
Ray Liotta, 
Joseph Ruskin
"
2019.0,"['Drama', 'Mystery', 'Thriller']",5.4,38364.0,106.0,8.55,Serenity,"
A fishing boat captain juggles facing his mysterious past and finding himself ensnared in a reality where nothing is what it seems.","
    Director:
Steven Knight
| 
    Stars:
Matthew McConaughey, 
Anne Hathaway, 
Diane Lane, 
Jason Clarke
"
2018.0,"['Animation', 'Adventure', 'Comedy']",6.3,62255.0,97.0,167.51,Hotel Transylvania 3: Summer Vacation,"
Count Dracula and company participate in a cruise for sea-loving monsters, unaware that their boat is being commandeered by the monster-hating Van Helsing family.","
    Director:
Genndy Tartakovsky
| 
    Stars:
Adam Sandler, 
Andy Samberg, 
Selena Gomez, 
Kevin James
"
2016.0,"['Action', 'Crime', 'Thriller']",6.3,69234.0,115.0,12.63,Triple 9,"
A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.","
    Director:
John Hillcoat
| 
    Stars:
Casey Affleck, 
Chiwetel Ejiofor, 
Anthony Mackie, 
Aaron Paul
"
1969.0,"['Adventure', 'Drama']",7.3,104511.0,95.0,41.73,Easy Rider,"
Two bikers head from L.A. to New Orleans through the open country and desert lands, and along the way they meet a man who bridges a counter-culture gap of which they had been unaware.","
    Director:
Dennis Hopper
| 
    Stars:
Peter Fonda, 
Dennis Hopper, 
Jack Nicholson, 
Antonio Mendoza
"
2002.0,"['Drama', 'Romance']",7.3,203383.0,101.0,41.23,A Walk to Remember,"
The story of two North Carolina teens, Landon Carter and Jamie Sullivan, who are thrown together after Landon gets into trouble and is made to do community service.","
    Director:
Adam Shankman
| 
    Stars:
Mandy Moore, 
Shane West, 
Peter Coyote, 
Daryl Hannah
"
2002.0,"['Animation', 'Adventure', 'Comedy']",7.3,175052.0,85.0,145.79,Lilo & Stitch,"
A young and parentless girl adopts a 'dog' from the local pound, completely unaware that it's supposedly a dangerous scientific experiment that's taken refuge on Earth and is now hiding from its creator and those who see it as a menace.","
    Directors:
Dean DeBlois, 
Chris Sanders
| 
    Stars:
Daveigh Chase, 
Chris Sanders, 
Tia Carrere, 
David Ogden Stiers
"
2018.0,"['Biography', 'Drama', 'History']",6.6,36593.0,122.0,17.61,Operation Finale,"
A team of secret agents set out to track down the Nazi officer who masterminded the Holocaust.","
    Director:
Chris Weitz
| 
    Stars:
Oscar Isaac, 
Ben Kingsley, 
Mélanie Laurent, 
Lior Raz
"
2013.0,['Drama'],7.1,140930.0,85.0,1.36,Locke,"
Ivan Locke, a dedicated family man and successful construction manager, receives a phone call on the eve of the biggest challenge of his career that sets in motion a series of events that threaten his carefully cultivated existence.","
    Director:
Steven Knight
| 
    Stars:
Tom Hardy, 
Olivia Colman, 
Ruth Wilson, 
Andrew Scott
"
2004.0,"['Comedy', 'Family', 'Romance']",5.9,82876.0,95.0,51.44,A Cinderella Story,"
Routinely exploited by her wicked stepmother, the downtrodden Samantha Montgomery is excited about the prospect of meeting her Internet beau at the school's Halloween dance.","
    Director:
Mark Rosman
| 
    Stars:
Hilary Duff, 
Chad Michael Murray, 
Jennifer Coolidge, 
Dan Byrd
"
2013.0,"['Action', 'Thriller']",6.7,233030.0,115.0,25.13,Escape Plan,"
When a structural-security authority finds himself set up and incarcerated in the world's most secret and secure prison, he has to use his skills to escape with help from the inside.","
    Director:
Mikael Håfström
| 
    Stars:
Sylvester Stallone, 
Arnold Schwarzenegger, 
50 Cent, 
Vincent D'Onofrio
"
1979.0,['Comedy'],8.1,378134.0,94.0,20.05,Life of Brian,"
Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah.","
    Director:
Terry Jones
| 
    Stars:
Graham Chapman, 
John Cleese, 
Michael Palin, 
Terry Gilliam
"
2011.0,"['Action', 'Drama', 'Thriller']",6.4,97146.0,108.0,36.67,Colombiana,"
A young girl in Bogotá witnesses her parents' murder and grows up to be a stone-cold assassin.","
    Director:
Olivier Megaton
| 
    Stars:
Zoe Saldana, 
Michael Vartan, 
Callum Blue, 
Jordi Mollà
"
2016.0,"['Action', 'Horror', 'Sci-Fi']",5.5,87437.0,107.0,26.83,Resident Evil: The Final Chapter,"
Alice returns to where the nightmare began: The Hive in Raccoon City, where the Umbrella Corporation is gathering its forces for a final strike against the only remaining survivors of the apocalypse.","
    Director:
Paul W.S. Anderson
| 
    Stars:
Milla Jovovich, 
Iain Glen, 
Ali Larter, 
Shawn Roberts
"
2016.0,['Comedy'],5.9,117026.0,102.0,35.59,Dirty Grandpa,"
Right before his wedding, an uptight guy is tricked into driving his grandfather, a lecherous former Army Lieutenant Colonel, to Florida for Spring Break.","
    Director:
Dan Mazer
| 
    Stars:
Robert De Niro, 
Zac Efron, 
Zoey Deutch, 
Aubrey Plaza
"
2019.0,"['Comedy', 'Drama']",6.5,33065.0,102.0,15.5,Late Night,"
A late night talk show host suspects that she may soon lose her long-running show.","
    Director:
Nisha Ganatra
| 
    Stars:
Emma Thompson, 
Mindy Kaling, 
John Lithgow, 
Hugh Dancy
"
2015.0,"['Comedy', 'Romance']",6.5,86929.0,101.0,34.02,The Duff,"
A high school senior instigates a social pecking order revolution after finding out that she has been labeled the DUFF - Designated Ugly Fat Friend - by her prettier, more popular counterparts.","
    Director:
Ari Sandel
| 
    Stars:
Mae Whitman, 
Bella Thorne, 
Robbie Amell, 
Allison Janney
"
2011.0,"['Horror', 'Thriller']",6.6,92232.0,95.0,18.47,You're Next,"
When the Davison family comes under attack during their wedding anniversary getaway, the gang of mysterious killers soon learns that one of the victims harbors a secret talent for fighting back.","
    Director:
Adam Wingard
| 
    Stars:
Sharni Vinson, 
Joe Swanberg, 
AJ Bowen, 
Nicholas Tucci
"
2011.0,"['Crime', 'Drama', 'Mystery']",7.3,222054.0,118.0,58.01,The Lincoln Lawyer,"
A lawyer defending a wealthy man begins to believe his client is guilty of more than just one crime.","
    Director:
Brad Furman
| 
    Stars:
Matthew McConaughey, 
Marisa Tomei, 
Ryan Phillippe, 
William H. Macy
"
2015.0,"['Action', 'Comedy', 'Fantasy']",5.5,135509.0,105.0,78.75,Pixels,"
When aliens misinterpret video feeds of classic arcade games as a declaration of war, they attack the Earth in the form of the video games.","
    Director:
Chris Columbus
| 
    Stars:
Adam Sandler, 
Kevin James, 
Michelle Monaghan, 
Peter Dinklage
"
1956.0,"['Adventure', 'Drama']",7.9,66532.0,220.0,93.74,The Ten Commandments,"
Moses, an Egyptian Prince, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people.","
    Director:
Cecil B. DeMille
| 
    Stars:
Charlton Heston, 
Yul Brynner, 
Anne Baxter, 
Edward G. Robinson
"
2016.0,"['Action', 'Crime', 'Drama']",6.4,54010.0,129.0,10.38,Live by Night,"
A group of Boston-bred gangsters set up shop in balmy Florida during the Prohibition era, facing off against the competition and the Ku Klux Klan.","
    Director:
Ben Affleck
| 
    Stars:
Ben Affleck, 
Elle Fanning, 
Brendan Gleeson, 
Chris Messina
"
2014.0,"['Action', 'Crime', 'Drama']",5.7,61545.0,109.0,10.51,Sabotage,"
Members of an elite DEA task force find themselves being taken down one by one after they rob a drug cartel safe house.","
    Director:
David Ayer
| 
    Stars:
Arnold Schwarzenegger, 
Sam Worthington, 
Terrence Howard, 
Olivia Williams
"
2013.0,"['Animation', 'Adventure', 'Comedy']",7.3,377936.0,98.0,368.06,Despicable Me 2,"
When Gru, the world's most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Gru's own, He has to fight back with new gadgetry, cars, and more minion madness.","
    Directors:
Pierre Coffin, 
Chris Renaud
| 
    Stars:
Steve Carell, 
Kristen Wiig, 
Benjamin Bratt, 
Miranda Cosgrove
"
2013.0,"['Adventure', 'Family', 'Fantasy']",6.3,201707.0,130.0,234.91,Oz the Great and Powerful,"
A small-time magician is swept away to an enchanted land and is forced into a power struggle between three witches.","
    Director:
Sam Raimi
| 
    Stars:
James Franco, 
Michelle Williams, 
Rachel Weisz, 
Mila Kunis
"
2017.0,"['Action', 'Comedy', 'Crime']",6.0,44487.0,100.0,18.6,CHIPS,"
A rookie officer is teamed with a hardened pro at the California Highway Patrol, though the newbie soon learns his partner is really an undercover Fed investigating a heist that may involve some crooked cops.","
    Director:
Dax Shepard
| 
    Stars:
Michael Peña, 
Dax Shepard, 
Vincent D'Onofrio, 
Rosa Salazar
"
